Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes,Unnamed: 20,abstract_text,resolution_status,retraction_notice_text,notice_text_source,templating_keyword_matches,templating_confirmed_by_keyword,notice_text_available,manual_verdict
46092.0,Long Noncoding RNA ST7-AS1 Upregulates TRPM7 Expression by Sponging microRNA-543 to Promote Cervical Cancer Progression,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Biology - Molecular;(BLS) Genetics;,"Department of Gynaecology and Obstetrics, The Second Children & Women's Healthcare of Jinan City, Jinan, Shandong 250022, People's Republic of China; Department of Radiology, Weifang Binhai Economic and Technological Development Zone People's Hospital, Weifang, Shandong 261108, People's Republic of China; Department of Gynaecology and Obstetrics, The 5th People's Hospital of Jinan, Jinan, Shandong 250022, People's Republic of China;",OncoTargets and Therapy,Taylor and Francis - Dove Press,China,Hongguo Qi;Lianwei Lu;Lili Wang,,Research Article;,7/13/2023 0:00,10.2147/OTT.S430214,37469554.0,7/27/2020 0:00,10.2147/OTT.S253868,32801754.0,Retraction,Duplication of/in Image;Investigation by Journal/Publisher;Investigation by Third Party;Original Data and/or Images not Provided and/or not Available;Paper Mill;Unreliable Results and/or Conclusions;,No,see also: https://pubpeer.com/publications/980DA6724422518CAE8D16DBE31529,,"ST7 antisense RNA 1 (ST7-AS1) is a long noncoding RNA that affects the progression of gastric cancer and laryngeal squamous cell carcinoma. Herein, ST7-AS1 expression was detected in cervical cancer tissues and cell lines. In addition, its biological roles in inducing the aggressive phenotype of cervical cancer and its associated mechanisms of action were illustrated. ST7-AS1 expression in cervical cancer tissues and cell lines was detected using quantitative real-time polymerase chain reaction (qRT-PCR). Malignancy was determined using Cell Counting Kit-8 assay, flow cytometry, transwell migration and invasion assays, and xenograft experiments. Bioinformatics analysis was performed to predict the interaction between ST7-AS1 and microRNA-543 (miR-543). Luciferase reporter assay, RNA immunoprecipitation assay, Western blotting, qRT-PCR, and rescue experiments were performed to further identify the interactions among ST7-AS1, miR-543, and transient receptor potential melastatin 7 (TRPM7). ST7-AS1 was upregulated in cervical cancer tissues and cell lines. ST7-AS1 overexpression was correlated with a high International Federation of Gynecology and Obstetrics stage, frequent lymph node metastasis, deep cervical invasion, and short overall survival in patients with cervical cancer. ST7-AS1 inhibition hindered cervical cancer cell proliferation, migration, and invasion; ST7-AS1 downregulation resulted in marked cell apoptosis. Additionally, ST7-AS1 deficiency restricted cervical tumor growth in vivo. Mechanistically, ST7-AS1 functioned as competing endogenous RNA to increase TRPM7 expression by sponging miR-543. Intriguingly, rescue experiments revealed that miR-543 downregulation or TRPM7 overexpression abrogated the inhibitory actions of ST7-AS1 knockdown in the aggressive phenotype of cervical cancer cells. The newly identified ST7-AS1/miR-543/TRPM7 axis promoted the oncogenicity of cervical cancer cells both in vitro and in vivo. Our study highlighted the importance of this novel axis in cervical cancer progression, suggesting that this pathway can serve as a promising therapeutic target for cervical cancer.",ok_via_pubmed,Long Noncoding RNA ST7-AS1 Upregulates TRPM7 Expression by Sponging microRNA-543 to Promote Cervical Cancer Progression [Retraction],crossref,[],False,True,YES
46075.0,Long Non-Coding RNA CASC19 Sponges MicroRNA-532 and Promotes Oncogenicity of Clear Cell Renal Cell Carcinoma by Increasing ETS1 Expression,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Biology - General;(BLS) Biology - Molecular;,"Department of Urology, The 161st Hospital of the People's Liberation Army, Wuhan, Hubei 430010, People's Republic of China;",Cancer Management and Research,Taylor and Francis - Dove Press,China,Yu Luo;Feng Liu;Chunhui Yan;Wei Qu;Liang Zhu;Zheng Guo;Fan Zhou;Wei Zhang,,Research Article;,7/13/2023 0:00,10.2147/CMAR.S430060,37465079.0,2/27/2020 0:00,10.2147/CMAR.S242472,32273759.0,Retraction,Duplication of/in Image;Original Data and/or Images not Provided and/or not Available;Paper Mill;Unreliable Results and/or Conclusions;Upgrade/Update of Prior Notice(s);,No,see also: https://pubpeer.com/publications/684C1C51ABA704651596ABB3AED23F,,"The long non-coding RNA cancer susceptibility 19 ( The CASC19/miR-532/ETS1 regulatory pathway is crucial for the malignant manifestations of ccRCC, which makes it an attractive target for potential treatments of ccRCC.",ok_via_pubmed,Long Non-Coding RNA CASC19 Sponges microRNA-532 and Promotes Oncogenicity of Clear Cell Renal Cell Carcinoma by Increasing ETS1 Expression [Retraction],crossref,[],False,True,YES
46072.0,Circular RNA CircCDYL Regulates Proliferation and Apoptosis in Non-Small Cell Lung Cancer Cells by Sponging miR-185-5p and Upregulating TNRC6A,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Oncology, Heilongjiang Provincial Hospital, Harbin, Heilongjiang Province 150001, People’s Republic of China; Department of Oncology, Affiliated Hospital of Guilin Medical College, Guilin, Guangxi Province 541001, People’s Republic of China;",Cancer Management and Research,Taylor and Francis - Dove Press,China,Wei Xin Bian;Feng Xue;Li Yan Wang;Xiao Fang Xing,,Research Article;,7/12/2023 0:00,10.2147/CMAR.S430215,37465084.0,1/25/2021 0:00,10.2147/CMAR.S280315,33531835.0,Retraction,Duplication of/in Image;Original Data and/or Images not Provided and/or not Available;Paper Mill;Unreliable Results and/or Conclusions;Upgrade/Update of Prior Notice(s);,No,see also: https://pubpeer.com/publications/0F101D9A53E12B1FB3BEC423990D85,,"A series of research reveal that circular RNA (circRNA) plays a vital role in regulating the development of tumor cells. In this research, we would explore the role and mechanism of circCDYL in non-small cell lung cancer (NSCLC). RT-PCR was performed to detect the expression of circCDYL in NSCLC tissues, plasma, and cell lines. The tumor cell proliferation ability was evaluated by clone formation assay, and cell cycle determination. Flow cytometry was used to detect apoptosis in NSCLC cell lines. Western blot and RT-PCR were used to assess the expression of proteins and genes. Luciferase assay was performed to confirm the relationship of circRNA-miRNA-mRNA. The decreased level of circCDYL was observed in NSCLC patients' tissues and plasma, which was also downregulated in NSCLC cell lines. Forced expression of circCDYL inhibited cell viability, proliferation and induced apoptosis in A549 cells. Luciferase assay verified that circCDYL could bind with miR-185-5p and confirmed that TNRC6A was a downstream target of miR-185-5p. Overexpression of miR-185-5p or silencing of TNRC6A could inhibit the anti-tumor effect of circCDYL in A549 cells via regulating the ERK1/2 signal. Here, we revealed that circCDYL inhibited proliferation and induced apoptosis in NSCLC cell lines via regulating ERK1/2 signal, and the mechanism of this progression may target miR-185-5p/TNRC6A, which provided a theoretical basis for clinical therapy.",ok_via_pubmed,Circular RNA CircCDYL Regulates Proliferation and Apoptosis in Non-Small Cell Lung Cancer Cells by Sponging miR-185-5p and Upregulating TNRC6A [Retraction],crossref,[],False,True,YES
46070.0,Long Noncoding RNA CCDC144NL-AS1 Promotes the Oncogenicity of Osteosarcoma by Acting as a Molecular Sponge for microRNA-490-3p and Thereby Increasing HMGA2 Expression,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Biology - Molecular;(BLS) Genetics;,"Department of Bone and Soft Tissue Surgery, Guangxi Medical University Cancer Hospital, Nanning, Guangxi 530021, People's Republic of China;",OncoTargets and Therapy,Taylor and Francis - Dove Press,China,Juliang He;Jian Guan;Shian Liao;Zhenjie Wu;Bin Liu;Hao Mo;Zhenchao Yuan,,Research Article;,7/13/2023 0:00,10.2147/OTT.S430211,37465587.0,1/6/2021 0:00,10.2147/OTT.S280912,33442262.0,Retraction,Concerns/Issues about Data;Duplication of/in Image;Investigation by Third Party;Original Data and/or Images not Provided and/or not Available;Paper Mill;Unreliable Results and/or Conclusions;Upgrade/Update of Prior Notice(s);,No,see also: https://pubpeer.com/publications/1BB3F7C4397DD52BE4CFD5ECF7EE69,,"The long noncoding RNA CCDC144NL antisense RNA 1 (CCDC144NL-AS1) exhibits important functions in gastric cancer. In this study, we aimed to investigate the roles of CCDC144NL-AS1 in modulating the phenotype of osteosarcoma (OS) cells in vitro and in vivo and elucidate its underlying mechanisms. Reverse transcription quantitative polymerase chain reaction (PCR) was performed to determine the expression level of CCDC144NL-AS1 in OS tissues and cell lines. The proliferation, apoptosis, migration, and invasion in vitro as well as tumor growth in vivo were determined in OS cells using the Cell Counting Kit 8 assay, flow cytometric analysis, transwell migration and invasion assays, and xenograft experiments, respectively. Bioinformatics analysis was performed to identify the potential microRNA targets of CCDC144NL-AS1, which were subsequently confirmed using the luciferase reporter assay, RNA immunoprecipitation assay, reverse transcription quantitative PCR, Western blotting, and rescue experiments. CCDC144NL-AS1 expression was upregulated in OS tissues and cell lines. Patients with OS who exhibited high CCDC144NL-AS1 expression had shorter overall survival than those who exhibited low CCDC144NL-AS1 expression. Functionally, interference in CCDC144NL-AS1 expression led to a notable decrease in the proliferation, migration, and invasion of OS cells and an increase in cell apoptosis in vitro. Furthermore, CCDC144NL-AS1 knockdown impaired OS tumor growth in vivo. Mechanistically, CCDC144NL-AS1 directly bound to miR-490-3p in OS cells, where it functioned as a molecular sponge and subsequently increased the expression of high-mobility group AT-hook 2 (HMGA2). Rescue experiments further demonstrated that miR-490-3p suppression or HMGA2 restoration abated CCDC144NL-AS1 deficiency-induced cancer-inhibitory actions in OS cells. CCDC144NL-AS1 exhibits pro-oncogenic roles in OS by functioning as a sponge for miR-490-3p and increasing HMGA2 expression. Our findings suggest that greater understanding of the CCDC144NL-AS1/miR-490-3p/HMGA2 pathway can provide useful information for OS diagnosis, prognosis, and therapy.",ok_via_pubmed,Long Noncoding RNA CCDC144NL-AS1 Promotes the Oncogenicity of Osteosarcoma by Acting as a Molecular Sponge for microRNA-490-3p and Thereby Increasing HMGA2 Expression [Retraction],crossref,[],False,True,YES
46068.0,LncRNA MCM3AP-AS1 Promotes Cell Proliferation and Invasion Through Regulating miR-543-3p/SLC39A10/PTEN Axis in Prostate Cancer,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Biology - General;(BLS) Biology - Molecular;,"Department of Urology, The First Affiliated Hospital and College of Clinical Medicine of Henan University of Science and Technology, Luoyang, Henan 471003, People's Republic of China;",OncoTargets and Therapy,Taylor and Francis - Dove Press,China,Zhaohui Jia;Wensheng Li;Pan Bian;Hui Liu;Dong Pan;Zhongling Dou,,Research Article;,7/12/2023 0:00,10.2147/OTT.S430212,37465588.0,9/22/2020 0:00,10.2147/OTT.S245537,33061424.0,Retraction,Duplication of/in Image;Investigation by Third Party;Original Data and/or Images not Provided and/or not Available;Paper Mill;Unreliable Results and/or Conclusions;Upgrade/Update of Prior Notice(s);,No,see also: https://pubpeer.com/publications/3E921B69782668562A7F9B3BE54C56,,"Long-chain noncoding RNAs (lncRNAs) are key players in a wide range of biological processes, especially the pathogenesis and development of tumors. LncRNA MCM3AP-AS1 has been demonstrated to be involved in the invasion of various tumors including prostate cancer (PCa). However, its functions in PCa have not been fully elucidated. qRT-PCR was conducted to measure the expression levels of lncRNA MCM3AP-AS1 and miR-543-3p in PCa tissue samples and cell lines. The expression levels of E-cadherin and SLC39A10 proteins were detected by Western blots. CCK-8 test, cell scratch test and trans-well test were used to evaluate the proliferation, invasion and migration abilities of PCa cells, respectively. Annexin V-FITC/PI experiments were carried out to determine the status of apoptosis. Bioinformatics analysis and Luciferase assay were used to explore the relationship between lncRNA MCM3AP-AS1, miR-543-3p and SLC39A10. In PCa tissue samples and cell lines, lncRNA MCM3AP-AS1 was up-regulated while miR-543-3p was down-regulated. Over-expression of MCM3AP-AS1 could promote the proliferation and invasion of PCa cells. Correlation analysis showed that the expression of MCM3AP-AS1 and miR-543-3p was significantly and inversely correlated. We further verified that miR-543-3p inhibitor was able to reverse si-MCM3AP-AS1-mediated inhibitory effects on the PCa cell proliferation, migration and invasion through regulating the downstream protein axis SLC39A10/PTEN/Akt. Finally, in vivo experiments indicated that knocking down of MCM3AP-AS1 could largely reduce tumor volumes, and decreased the ratio of Ki67-positive cells and the expression of SLC39A10 in tumor samples. LncRNA MCM3AP-AS1 can promote the proliferation, migration and invasion abilities of PCa cells through regulating the miR-543-3p/SLC39A10/PTEN axis, which suggests that lncRNA MCM3AP-AS1 might be a potential target for prostate cancer therapy.",ok_via_pubmed,LncRNA MCM3AP-AS1 Promotes Cell Proliferation and Invasion Through Regulating miR-543-3p/SLC39A10/PTEN Axis in Prostate Cancer [Retraction],crossref,[],False,True,YES
46038.0,Circular RNA circ-CSPP1 regulates CCNE2 to facilitate hepatocellular carcinoma cell growth via sponging miR-577,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Gastroenterology and Hepatology, The First Affiliated Hospital of Zhengzhou University, 1 Jianshe Dong Lu, Erqi District, Zhengzhou, Henan, 450052, China;",Cancer Cell International,Springer - Biomed Central (BMC),China,Qian Sun;Rui Yu;Chunfeng Wang;Jianning Yao;Lianfeng Zhang,,Research Article;,7/17/2023 0:00,10.1186/s12935-023-02989-5,37460935.0,5/29/2020 0:00,10.1186/s12935-020-01287-8,32514247.0,Retraction,Duplication of/in Image;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;Upgrade/Update of Prior Notice(s);,No,see also: https://pubpeer.com/publications/40296D692FB28A26998E477671A043,,"Abstract Objective Circ-centro-some/spindle pole-associated protein (CSPP1) has been confirmed to be characterized in diverse human malignancies and its ectopic expression may regulate tumor progression and development. However, in hepatocellular carcinoma (HCC), its biological role, clinical significance and molecular mechanism are still unclear. Methods Circ-CSPP1 expression and its prognostic values in HCC tissues were detected by qRT-PCR or in situ hybridization (ISH), and enriched by using Rnase R. The functional experiments (Circ-CSPP1 was overexpressed or knocked down) were performed in HCC cells. The HCC cell growth was analyzed by CCK-8 assay, transwell, wound healing and colony formation assays. The interation between circ-CSPP1 and miR-577/miR-577 and cyclin E2 (CCNE2) were determined by dual luciferase assay or RNA binding protein immunoprecipitation (RIP) assay. The RNA fluorescence in situ hybridization (FISH) assay was used to detect the subcellular distribution. Finally, an in vivo nude mouse tumor model was constructed. Results In HCC patients and cells, circ-CSPP1 was aberrantly expressed, and its upregulation predicted poor prognosis, and closely correlated with tumor size and TNM stage. Circ-CSPP1 resisted RnaseR digestion, indicating it is a circular RNA structure. Moreover, overexpression of circ-CSPP1 promoted HCC cell viability, colony formation, migration, and invasion in vitro. Knockdown of circ-CSPP1 showed contrary results. Circ-CSPP1 acts as a miR-577 sponge and positively regulated the target of miR-577, CCNE2. Besides, miR-577 inhibitor rescued the suppressive effects of circ-CSPP1 knockdown on HCC cell growth, whereas was completely reversed by silencing of CCNE2. Finally, the in vivo experiments confirmed that circ-CSPP1 knockdown regulated xenograft tumor volume and downregulated CCNE2, p-Rb, E2F1 and c-myc expression. Conclusion These findings revealed that circ-CSPP1 contributed to HCC progression by positively regulating CCNE2 via miR-577, thus established its potential as new a prognostic and therapeutic marker for HCC patients.",ok,Retraction Note: circular RNA circ-CSPP1 regulates CCNE2 to facilitate hepatocellular carcinoma cell growth via sponging miR-577,crossref,[],False,True,YES
45403.0,A natural food sweetener with anti-pancreatic cancer properties,(BLS) Biology - Cancer;(BLS) Toxicology;(ENV) Food Science;,"Key Laboratory of Urban Agriculture (North) of Ministry of Agriculture, Beijing University of Agriculture, Beijing, China; National Engineering Laboratory for Industrial Enzymes, Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences, Tianjin, China;",Oncogenesis,Springer - Nature Publishing Group,China,C Liu;L H Dai;D O Dou;L O Ma;Y X Sun,,Research Article;,3/16/2023 0:00,10.1038/s41389-023-00461-7,36928067.0,4/11/2016 0:00,10.1038/oncsis.2016.28,27065453.0,Retraction,Duplication of/in Image;Investigation by Third Party;Lack of IRB/IACUC Approval and/or Compliance;Paper Mill;Upgrade/Update of Prior Notice(s);,No,see also: https://pubpeer.com/publications/92EE0636B22E198D18724BF0561822,,"Abstract Mogroside V is a triterpenoid isolated from the traditional Chinese medical plant Siraitia grosvenorii . Mogroside V has a high degree of sweetness and a low calorific content. Herein, we found that mogroside V possesses tumor growth inhibitory activity in in vitro and in vivo models of pancreatic cancer by promoting apoptosis and cell cycle arrest of pancreatic cancer cells (PANC-1 cells), which may in part be mediated through regulating the STAT3 signaling pathway. These results were confirmed in vivo in a mouse xenograft model of pancreatic cancer. In xenograft tumors, Ki-67 and PCNA, the most commonly used markers of tumor cell proliferation, were downregulated after intravenous administration of mogroside V. Terminal deoxynucleotidyl transferase dUTP nick end labeling assays showed that mogroside V treatment promoted apoptosis of pancreatic cancer cells in the xenograft tumors. Furthermore, we found that mogroside V treatment significantly reduced the expression of CD31-labeled blood vessels and of the pro-angiogenic factor vascular endothelial growth factor in the xenografts, indicating that mogroside V might limit the growth of pancreatic tumors by inhibiting angiogenesis and reducing vascular density. These results therefore demonstrate that the natural, sweet-tasting compound mogroside V can inhibit proliferation and survival of pancreatic cancer cells via targeting multiple biological targets.",ok,Retraction Note: A natural food sweetener with anti-pancreatic cancer properties,crossref,[],False,True,UNCLEAR
45374.0,LINC00958 Promotes the Malignancy of Nasopharyngeal Carcinoma by Sponging microRNA-625 and Thus Upregulating NUAK1,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Ophthalmology and Otorhinolaryngology, Yidu Central Hospital of Weifang, Weifang, Shandong 262500, People’s Republic of China; Weifang People’s Hospital, Weifang, Shandong 262737, People’s Republic of China;",OncoTargets and Therapy,Taylor and Francis - Dove Press,China,Meijuan Chen;Zhina Xu;Yingyao Zhang;Xiujuan Zhang,,Research Article;,5/26/2023 0:00,10.2147/OTT.S422927,37261081.0,11/6/2019 0:00,10.2147/OTT.S216342,31819474.0,Retraction,Duplication of/in Image;Investigation by Journal/Publisher;Original Data and/or Images not Provided and/or not Available;Paper Mill;,No,,,"The aberrant expression of long noncoding RNAs (lncRNAs) indicates progression of various diseases. LINC00958 has been well studied in several types of human cancer; however, the expression profile, functions, and potential mechanism of action of this lncRNA in nasopharyngeal carcinoma (NPC) remain largely unclear and still need to be elucidated. In the present study, we aimed to measure LINC00958 expression in NPC, determine its clinical value, and explore its roles in NPC progression as well as the mechanisms behind these processes. The expression profile of LINC00958 in NPC was evaluated by reverse-transcription quantitative polymerase chain reaction (RT-qPCR). A series of functional assays, including the Cell Counting Kit-8 assay, flow cytometry, a Transwell assay, and an in vivo nude mouse model, were utilized to determine the participation of LINC00958 in the malignancy of NPC. LINC00958 was found to be upregulated in NPC tissue specimens and cell lines. The LINC00958 overexpression significantly correlated with tumor size, lymph node status, TNM stage, and worse overall survival among NPC patients. Downregulation of LINC00958 suppressed NPC cell proliferation, migration, and invasion and induced apoptosis in vitro. Additionally, the LINC00958 knockdown impaired tumor growth in vivo. Mechanistically, LINC00958 was found to serve as a molecular sponge of microRNA-625 (miR-625), thereby upregulating NUAK family SNF1-like kinase 1 (NUAK1) in NPC cells. Lastly, rescue experiments validated the involvement of the miR-625-NUAK1 axis in LINC00958-mediated biological functions in NPC. Our results demonstrated that LINC00958 works as an oncogene in NPC and plays a key role in the malignant phenotype of NPC cells by sponging miR-625 and increasing NUAK1 expression. The LINC00958-miR-625-NUAK1 pathway might be a target for anticancer therapy in patients with NPC.",ok_via_pubmed,LINC00958 Promotes the Malignancy of Nasopharyngeal Carcinoma by Sponging microRNA-625 and Thus Upregulating NUAK1 [Retraction],crossref,[],False,True,YES
45352.0,MiR-138-5p Inhibits the Proliferation of Gastric Cancer Cells by Targeting DEK,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of General Surgery, People’s Hospital of Yichun City, Yichun, Jiangxi 336000, People’s Republic of China; Department of General Surgery, The First Affiliated Hospital of Nanchang University, Nanchang, Jiangxi Province 336000, People’s Republic of China;",Cancer Management and Research,Taylor and Francis - Dove Press,China,Wei Zhang;Kai Liao;Dongning Liu,,Research Article;,6/9/2023 0:00,10.2147/CMAR.S424973,37325187.0,9/8/2020 0:00,10.2147/CMAR.S253777,32982411.0,Retraction,Duplication of/in Image;Investigation by Third Party;Original Data and/or Images not Provided and/or not Available;Paper Mill;,No,see also: https://pubpeer.com/publications/5AF4D7A4987E296373137741B111A5,,"Increasing evidence suggests that microRNAs (miRNAs) play critical roles in cancer progression. Therefore, investigating the function of miRNAs that are aberrantly expressed in gastric cancer (GC) and characterizing the involved underlying mechanism are essential for the treatment of gastric cancer. MiR-138-5p was found to be down-regulated in multiple cancers, which acted as a tumor suppressor in cancer progression; however, whether and how miR-138-5p regulates the malignant behaviors of GC has not been fully understood. The level of miR-138-5p in GC tissues and cell lines was detected by RT-qPCR. The effects of miR-138-5p on the growth of GC cells were evaluated by the in vitro Cell Counting Kit-8 (CCK-8) assay, cell apoptosis, cell cycle analysis, wound-healing assay, and in vivo xenograft mice model. The targets of miR-138-5p were predicted using the miRDB online tool, confirmed by luciferase report assay and Western blot. MiR-138-5p was frequently decreased in GC tissues and cell lines. Decreased expression of miR-138-5p was significantly associated with the lymph node metastasis of GC patients. Overexpression of miR-138-5p suppressed GC cell proliferation, migration, increased cell apoptosis as well as inhibited the tumor growth in vivo. DEK oncogene was predicted as a potential target of miR-138-5p. MiR-138-5p bound the 3'-UTR of DEK and inhibited the level of DEK in GC cells. Restoration of DEK abrogated miR-138-5p overexpression-mediated suppression of GC cell proliferation and cell cycle arrest. Our results demonstrated the anti-cancer role of miR-138-5p in GC by targeting DEK, which suggested miR-138-5p as a potential therapeutic target for the treatment of patient with GC.",ok_via_pubmed,MiR-138-5p Inhibits the Proliferation of Gastric Cancer Cells by Targeting DEK [Retraction],crossref,[],False,True,YES
45014.0,"TRIM11 overexpression promotes proliferation, migration and invasion of lung cancer cells",(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Thoracic Surgery, Northern Jiangsu People’s Hospital and Clinical Medical College of Yangzhou University Yangzhou, No. 98 Nantong West Road, Yangzhou, 225001, People’s Republic of China;",Journal of Experimental & Clinical Cancer Research: (CR),Springer - Biomed Central (BMC),China,Xiaolin Wang;Weiping Shi;Hongcan Shi;Shichun Lu;Kang Wang;Chao Sun;Jiansheng He;Weiguo Jin;Xiaoxia Lv;Hui Zou;Yusheng Shu,,Research Article;,6/1/2023 0:00,10.1186/s13046-023-02721-1,37264372.0,6/21/2016 0:00,10.1186/s13046-016-0379-y,27329103.0,Retraction,Concerns/Issues about Image;Duplication of/in Image;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,No,see also: https://pubpeer.com/publications/FEC5120E859FD4598B43E067975A41,,"Abstract Background Tripartite Motif Containing 11 (TRIM11), a member of TRIM proteins, is overexpressed in high-grade gliomas and plays an oncogenic function in glioma biology. However, little is known about the role of TRIM11 in lung cancer. Methods We analyzed TRIM11 mRNA expression in lung cancer tissues and adjacent non-neoplastic tissues by real-time PCR. We then explored the function of TRIM11 in lung cancer cells by small interfering RNA-mediated downregulation of this protein followed by analyses of cell proliferation, migration and invasion. Results TRIM11 was highly expressed in lung cancer tissues and lung cancer cell lines. The higher expression of TRIM11 was correlated with the poorer prognosis of patients. Suppressing of TRIM11 expression in lung cancer cells with higher expression of TRIM11 (A549 and NCI-H446 cells) significantly reduced cell growth, motility and invasiveness. We further demonstrated that knockdown of TRIM11 affected the expression of cell proliferation-related proteins (Cyclin D1 and PCNA), and epithelial-mesenchymal transformation-related proteins (VEGF, MMP-2, MMP-9, Twist1, Snail and E-cadherin). The activity of ERK and PI3K/AKT was also suppressed in TRIM11 knocked down cells. Further experiments in lung cells with lower expression of TRIM11 (NCI-H460 and NCI-H1975 cells) with AKT inhibitor suggested that TRIM11 may promote cell motility and invasiveness through AKT pathway. Conclusions Our results indicate that TRIM11 acts as an oncogene in lung cancer through promoting cell growth, migration and invasion. Our findings may have important implication for the detection and treatment of lung cancer.",ok,"Retraction Note: TRIM11 overexpression promotes proliferation, migration and invasion of lung cancer cells",crossref,[],False,True,YES
44871.0,circ_001504 promotes the development of renal cell carcinoma by sponging microRNA-149 to increase NUCB2,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Jilin University, 130000, Changchun, P. R. China; Department of Radiology, the Second Hospital of Jilin University, 130000, Changchun, P. R. China; Department of Respiratory and Critical Diseases, the Second Hospital of Jilin University, 130000, Changchun, P. R. China; Department of Ultrasound, the First Hospital of Jilin University, 130000, Changchun, P. R. China; Department of Radiation Protection, School of Public Health, Jilin University, 130000, Changchun, P. R. China;",Cancer Gene Therapy,Springer - Nature Publishing Group,China,Rui Xin;Danhua Qu;Huiying Xu;Dawei Chen,,Research Article;,5/9/2023 0:00,10.1038/s41417-023-00630-1,37248435.0,10/27/2020 0:00,10.1038/s41417-020-00247-8,33110207.0,Retraction,Author Unresponsive;Concerns/Issues about Image;Duplication of/in Image;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,No,see also: https://pubpeer.com/publications/8465EB229CB11476AC5FB556DB8F3F,,"Renal cell carcinoma (RCC) accounts for over 90% of primary renal tumors in adults. Although treatment approaches have steadily improved over the years, the prognosis outcome remains poor. With the aim of developing novel targets for RCC treatment, we explored the role of the circular RNA (circRNA) circ_001504 in the progression of RCC. We initially detected the expression of circ_001504 and microRNA (miRNA)-149 in RCC tissues and cells. RT-qPCR results showed that circ_001504 was highly expressed in RCC tissues, whereas miR-149 was poorly expressed. Interestingly, downregulation of circ_001504 suppressed malignant phenotypes in RCC cells, and upregulation of miR-149 exerted a similar effect. Bioinformatics analysis suggested potential binding sites between circ_001504 and miR-149, verified by a dual-luciferase reporter gene assay. Next, we identified nucleobindin 2 (NUCB2), a calcium-binding protein, as a target gene of miR-149. Furthermore, our data suggested that circ_001504 might serve as a competing endogenous RNA of miR-149, serving to elevate the expression of NUCB2. The silencing of circ_001504 resulted in decreased NUCB2 expression, which could be reversed by miR-149 inhibition. In addition, in vivo experiments demonstrated that circ_001504 depletion could suppress tumor growth in an established mouse RCC model. Collectively, reduced expression of circ_001504 lowered NUCB2 expression by sponging miR-149, thereby attenuating RCC progression, providing insight into circ_001504/miR-149/NUCB2 feedback loop into RCC treatment.",ok_via_pubmed,Retraction Note: circ_001504 promotes the development of renal cell carcinoma by sponging microRNA-149 to increase NUCB2,crossref,[],False,True,YES
